order_id,customer_id,order_status,shipping_method,payment_terms,shipping_fee,created_at,updated_at,is_deleted
O00272,C04447,pending,,Postpaid,191.48,2024-09-22 20:05:01,2024-09-08 21:49:53,0
O00273,C01204,Pending,,Postpaid,128.25,2024-09-26 04:09:08,2024-07-25 07:14:18,0
O00274,C04416,Failed,Pickup,Postpaid,109.5,2024-12-02 07:07:00,2024-06-13 17:21:28,1
O00275,C04201,Refunded,,Prepaid,54.3,2024-07-10 14:41:24,2024-12-10 14:18:25,0
O00276,C00625,Processing,,Postpaid,41.59,2024-11-20 05:57:04,2024-01-21 07:38:32,0
O00277,C03500,Refunded,Pickup,Postpaid,117.08,2024-08-29 17:46:13,2024-06-29 21:19:57,0
O00278,C04691,FAILED,St@nd@rd,Postpaid,20.55,2024-05-29 23:32:44,2024-08-10 03:20:12,0
O00279,C00167,PROCESSING,,,71.25,2024-11-11 03:48:57,2024-06-25 04:04:51,0
O00280,C04345,Failed,,Postpaid,176.09,2024-11-27 23:47:56,2024-11-13 23:51:01,1
O00281,C03622,FAILED,express,Postpaid,91.56,2024-08-28 20:45:18,2024-11-21 18:22:38,0
O00282,C03200,REFUNDED,,Postpaid,82.96,2024-06-26 01:08:30,2024-08-28 16:15:20,0
O00283,C02677,Pending,standard,,20.67,2024-12-20 21:24:29,2024-11-27 02:49:06,0
O00284,C02944,,,Prepaid,153.47,2024-11-20 09:40:51,2024-10-20 20:05:38,1
O00285,C03755,Refunded,express,Prepaid,133.66,2024-01-22 15:33:22,2024-03-22 22:31:59,0
O00286,C00947,Processing,,Postpaid,132.12,2024-08-11 12:10:18,2024-01-20 01:02:22,1
O00287,C02965,Refunded,,Prepaid,44.55,2024-11-05 05:43:58,2024-08-02 08:15:25,0
O00288,C03898,Refunded,Express,Prepaid,147.95,2024-03-28 18:34:56,2024-11-01 05:48:48,0
O00289,C03230,Failed,express,Postpaid,38.35,2024-01-14 13:50:55,2024-11-18 08:16:15,0
O00290,C00570,Pending,standard,Prepaid,96.39,2024-08-19 11:37:00,2024-09-17 20:59:51,0
O00291,C01229,Completed,pickup,Postpaid,69.72,2024-08-13 16:36:49,2024-10-14 09:29:00,0
O00292,C04607,Processing,,Prepaid,196.35,2024-03-11 21:47:04,2024-07-15 22:24:31,0
O00293,C01459,pending,,,101.46,2024-07-29 01:37:53,2024-08-27 18:31:45,0
O00294,C02598,REFUNDED,Express,Prepaid,191.34,2024-04-02 01:44:06,2024-07-19 04:15:52,1
O00295,C00659,,Standard,,62.31,2024-07-28 20:35:04,2024-10-04 00:55:23,0
O00296,C02524,COMPLETED,PICKUP,Prepaid,100.43,2024-05-28 19:42:43,2024-09-04 19:21:07,0
O00297,C04421,Completed,PICKUP,,91.98,2024-04-17 23:32:47,2024-09-19 22:46:15,0
O00298,C01899,COMPLETED,Pickup,,115.75,2024-07-21 15:50:25,2024-06-26 21:49:40,1
O00299,C00973,failed,,Prepaid,54.77,2024-08-23 03:16:00,2024-02-15 01:35:05,0
O00300,C02035,REFUNDED,,,98.22,2024-07-07 04:29:22,2024-01-07 04:40:22,0
O00301,C01684,processing,pickup,Postpaid,177.84,2024-01-08 14:45:09,2024-11-17 20:09:34,0
O00302,C00843,FAILED,pickup,Postpaid,172.05,2024-06-26 08:35:20,2024-07-08 18:25:03,1
O00303,C01178,Pending,PICKUP,,12.34,2024-01-26 10:24:00,2024-07-19 01:26:17,0
O00304,C01962,Refunded,Standard,,146.1,2024-06-03 10:28:13,2024-03-03 10:18:02,0
O00305,C02079,Pending,,Prepaid,149.79,2024-04-27 17:28:16,2024-10-27 11:59:54,1
O00306,C01090,completed,Pickup,Prepaid,124.54,2024-10-17 02:50:00,2024-04-18 01:24:40,0
O00307,C02985,Completed,,,98.42,2024-06-24 15:50:04,2024-11-17 22:00:34,0
O00308,C03906,Failed,,,144.48,2024-05-27 08:28:30,2024-11-12 13:11:11,1
O00309,C04753,,,Postpaid,173.79,2024-10-08 18:30:04,2024-07-15 23:25:43,0
O00310,C03638,Pending,Standard,Prepaid,118.92,2024-03-21 16:12:11,2024-11-08 09:02:36,0
O00311,C00271,PENDING,,Prepaid,186.43,2024-09-27 01:18:41,2024-01-16 02:49:17,0
O00312,C00541,Completed,Standard,,13.54,2024-02-12 04:42:35,2024-09-02 20:35:07,0
O00313,C02903,Processing,Pickup,,142.05,2024-04-14 05:47:28,2024-08-04 21:12:04,0
O00314,C02213,Processing,EXPRESS,Postpaid,89.39,2024-09-11 01:22:27,2024-06-05 04:29:12,0
O00315,C04541,Refunded,express,Prepaid,118.81,2024-10-31 04:00:06,2024-05-18 14:06:28,0
O00316,C04384,Processing,Express,Postpaid,61.23,2024-07-02 11:23:18,2024-01-05 20:49:12,0
O00317,C03826,pending,,Postpaid,91.9,2024-04-10 20:38:47,2024-08-10 02:52:43,0
O00318,C04547,failed,,Postpaid,194.83,2024-07-03 05:30:09,2024-05-06 13:52:29,0
O00319,C04309,,STANDARD,Prepaid,197.1,2024-08-19 12:58:36,2024-07-06 12:17:45,1
O00320,C03474,Refunded,St@nd@rd,,185.17,2024-06-07 17:01:53,2024-12-30 14:38:16,0
O00321,C01480,,STANDARD,Postpaid,136.61,2024-01-03 13:29:31,2024-10-06 10:58:11,1
O00322,C04304,processing,Express,Prepaid,169.25,2024-06-29 03:19:22,2024-03-09 08:59:27,0
O00323,C04544,Failed,EXPRESS,Postpaid,134.23,2024-10-03 22:57:04,2024-11-06 14:43:07,0
O00324,C01503,FAILED,,Postpaid,83.38,2024-09-11 22:32:35,2024-04-28 13:51:08,0
O00325,C01041,Failed,standard,Postpaid,120.3,2024-08-20 06:50:13,2024-01-29 13:14:01,0
O00326,C00962,FAILED,Express,Postpaid,35.08,2024-05-23 14:14:03,2024-07-24 07:48:52,0
O00327,C03938,Processing,Pickup,,67.67,2024-12-13 20:24:18,2024-02-04 17:30:16,0
O00328,C03171,Completed,Pickup,Postpaid,153.17,2024-06-26 08:20:40,2024-07-28 05:47:41,0
O00329,C02853,processing,PICKUP,,69.64,2024-04-27 13:55:58,2024-02-22 07:19:26,1
O00330,C02279,,Express,,142.89,2024-09-17 19:25:01,2024-10-02 18:20:52,0
O00331,C03347,,Pickup,,35.64,2024-01-11 22:48:28,2024-02-04 02:36:59,0
O00332,C00339,,PICKUP,Postpaid,130.2,2024-01-10 02:44:15,2024-05-19 18:30:58,0
O00333,C04712,REFUNDED,Pickup,Prepaid,124.1,2024-08-31 03:26:21,2024-02-24 19:44:23,1
O00334,C04270,completed,Express,Postpaid,26.1,2024-10-20 08:17:36,2024-03-14 09:51:11,0
O00335,C04583,,,Prepaid,144.27,2024-01-04 13:09:15,2024-08-22 12:53:46,0
O00336,C01219,Pending,,Prepaid,176.12,2024-05-11 08:18:04,2024-10-09 10:30:48,0
O00337,C02469,Processing,Express,,96.31,2024-03-02 20:55:48,2024-10-18 00:05:43,0
O00338,C00236,Refunded,Express,,23.33,2024-03-03 18:21:15,2024-07-16 00:06:50,0
O00339,C04302,FAILED,Express,Postpaid,187.75,2024-08-21 04:29:07,2024-06-01 12:29:26,0
O00340,C01456,Completed,Standard,Postpaid,0.07,2024-11-10 16:04:14,2024-03-13 23:01:30,0
O00341,C03632,Pending,Express,Prepaid,70.99,2024-10-24 05:02:54,2024-11-03 19:55:39,0
O00342,C00218,refunded,,Prepaid,94.23,2024-10-23 21:59:58,2024-01-15 07:08:15,0
O00343,C00469,Completed,,Postpaid,93.67,2024-03-04 02:24:18,2024-04-08 16:09:50,0
O00344,C01094,Failed,,Postpaid,50.77,2024-02-19 00:24:20,2024-02-18 19:04:04,0
O00345,C02572,Pending,Pickup,Prepaid,82.94,2024-04-26 19:36:28,2024-10-15 06:01:28,0
O00346,C02246,processing,,,171.13,2024-12-31 05:34:27,2024-09-21 16:47:24,0
O00347,C00101,Processing,St@nd@rd,,149.23,2024-01-29 04:07:09,2024-03-05 07:46:00,0
O00348,C00080,PROCESSING,Express,Prepaid,28.72,2024-11-19 18:59:29,2024-01-13 20:42:07,0
O00349,C02405,pending,St@nd@rd,,142.01,2024-03-06 01:56:49,2024-04-23 12:36:11,0
O00350,C03430,Completed,Express,Prepaid,62.81,2024-06-29 10:44:57,2024-01-11 00:56:36,1
O00351,C00813,Processing,,Postpaid,2.32,2024-07-31 21:56:32,2024-09-09 01:31:37,0
O00352,C00485,PROCESSING,Pickup,Postpaid,114.78,2024-04-03 03:05:57,2024-06-14 14:09:52,0
O00353,C04976,PENDING,St@nd@rd,Postpaid,143.26,2024-01-02 02:37:13,2024-10-20 07:56:32,0
O00354,C04483,Refunded,PICKUP,Postpaid,98.85,2024-11-15 21:33:13,2024-08-25 06:42:36,1
O00355,C04221,REFUNDED,express,Postpaid,194.61,2024-07-07 04:37:56,2024-10-14 03:23:15,0
O00356,C00792,Pending,,,143.03,2024-06-11 18:52:57,2024-10-20 01:07:19,0
O00357,C00462,,,Prepaid,182.99,2024-06-22 00:45:18,2024-01-19 08:39:31,0
O00358,C01573,REFUNDED,STANDARD,Prepaid,161.71,2024-09-29 07:22:57,2024-08-15 22:17:47,1
O00359,C00724,Completed,Standard,Postpaid,161.83,2024-08-11 07:35:34,2024-02-07 13:17:31,0
O00360,C01039,Completed,Pickup,Postpaid,180.06,2024-04-24 03:36:24,2024-09-29 15:41:15,1
O00361,C01183,Failed,Standard,,117.93,2024-02-27 21:42:11,2024-10-28 05:54:43,1
O00362,C04608,Processing,Express,,190.66,2024-04-18 23:51:40,2024-08-14 04:44:06,0
O00363,C00982,Pending,,Prepaid,15.09,2024-02-08 01:31:47,2024-04-03 22:08:04,0
O00364,C04385,FAILED,,Postpaid,89.38,2024-02-09 05:44:56,2024-03-08 03:18:05,0
O00365,C02483,Processing,Standard,Postpaid,179.78,2024-02-03 02:47:14,2024-02-27 21:07:43,0
O00366,C00274,,St@nd@rd,Prepaid,180.13,2024-07-22 15:09:19,2024-09-26 22:54:59,0
O00367,C02515,pending,EXPRESS,Postpaid,38.43,2024-11-24 05:45:54,2024-02-24 13:05:51,0
O00368,C02845,Failed,,Prepaid,4.85,2024-12-27 10:17:00,2024-01-14 04:12:00,1
O00369,C00106,COMPLETED,Express,Postpaid,136.59,2024-05-24 20:32:20,2024-08-01 00:23:46,1
O00370,C02058,PROCESSING,,Postpaid,125.64,2024-12-04 15:14:50,2024-07-10 00:23:16,0
O00371,C00426,Refunded,Express,,164.55,2024-12-16 23:46:24,2024-09-25 03:58:45,0
O00372,C00938,F@iled,,Prepaid,62.2,2024-06-10 07:33:56,2024-01-14 15:05:06,0
O00373,C00014,Refunded,STANDARD,,181.18,2024-02-26 22:50:49,2024-12-13 22:33:40,1
O00374,C03532,Refunded,Pickup,Prepaid,118.41,2024-10-24 16:50:33,2024-03-09 13:34:25,1
O00375,C04542,,,Postpaid,28.29,2024-06-22 17:14:50,2024-07-17 18:03:29,0
O00376,C04926,Processing,,Postpaid,140.15,2024-06-30 11:56:42,2024-05-02 04:31:35,0
O00377,C02773,Completed,St@nd@rd,Postpaid,52.36,2024-03-06 14:28:53,2024-11-01 06:07:20,1
O00378,C02002,Completed,Pickup,Postpaid,196.73,2024-08-06 06:40:08,2024-12-14 17:38:04,0
O00379,C02766,Failed,,Prepaid,21.86,2024-02-19 17:47:00,2024-11-03 05:10:21,0
O00380,C01415,,Pickup,Prepaid,193.35,2024-09-03 02:56:59,2024-02-02 18:29:26,0
O00381,C01578,FAILED,,,40.68,2024-09-23 15:28:36,2024-01-16 19:41:39,1
O00382,C03043,Processing,Standard,Postpaid,13.7,2024-09-03 04:30:55,2024-05-19 12:32:11,0
O00383,C01054,Pending,standard,,56.08,2024-09-29 07:19:45,2024-07-25 22:25:02,1
O00384,C03101,Refunded,Standard,Postpaid,96.53,2024-12-08 08:08:37,2024-03-08 11:35:48,0
O00385,C00676,,Express,,131.23,2024-01-20 20:55:38,2024-10-04 16:00:06,0
O00386,C03026,completed,,Postpaid,45.3,2024-09-28 10:00:48,2024-09-24 12:52:03,0
O00387,C04154,Completed,,Prepaid,191.37,2024-10-23 08:48:11,2024-11-05 23:40:52,0
O00388,C01247,,STANDARD,,130.88,2024-12-01 23:51:50,2024-06-13 00:46:39,0
O00389,C01642,Refunded,Pickup,Postpaid,122.01,2024-03-27 19:48:46,2024-12-28 02:54:51,1
O00390,C01094,Pending,STANDARD,,71.48,2024-10-06 18:52:08,2024-09-03 21:46:08,0
O00391,C04664,PROCESSING,Express,,193.5,2024-06-09 16:01:13,2024-04-27 13:22:23,0
O00392,C04298,,STANDARD,Postpaid,78.51,2024-01-19 23:00:17,2024-06-02 10:31:25,0
O00393,C04861,Pending,pickup,Prepaid,55.91,2024-02-22 19:57:23,2024-10-28 06:13:35,0
O00394,C02277,refunded,EXPRESS,,46.65,2024-09-05 08:00:37,2024-04-08 07:31:50,1
O00395,C01146,PENDING,Pickup,Postpaid,51.67,2024-03-18 20:24:17,2024-04-30 19:21:32,1
O00396,C00534,,Standard,Postpaid,163.13,2024-07-05 14:42:08,2024-09-14 14:36:33,0
O00397,C04654,Processing,Express,Prepaid,51.2,2024-09-22 02:44:42,2024-04-06 03:30:27,1
O00398,C00474,Processing,,,152.34,2024-08-25 05:02:18,2024-01-09 17:22:20,0
O00399,C04778,REFUNDED,,Prepaid,80.32,2024-03-22 08:13:23,2024-07-23 06:00:44,0
O00400,C02992,Completed,,Postpaid,141.2,2024-01-01 13:35:44,2024-04-02 00:42:20,0
O00401,C04407,Failed,,Prepaid,46.25,2024-08-01 18:13:21,2024-06-17 02:42:58,0
O00402,C03187,Completed,,,144.58,2024-09-22 01:02:33,2024-02-21 20:15:06,0
O00403,C03039,Failed,PICKUP,Prepaid,146.84,2024-05-26 13:52:30,2024-10-22 04:19:47,0
O00404,C03427,Failed,,Prepaid,122.72,2024-01-20 07:09:31,2024-03-15 03:37:47,0
O00405,C03059,Completed,EXPRESS,,4.32,2024-09-14 09:27:44,2024-01-10 14:30:44,0
O00406,C00018,pending,,Prepaid,92.52,2024-07-26 02:27:54,2024-12-10 10:29:24,0
O00407,C00461,completed,Pickup,Postpaid,98.52,2024-06-24 21:03:19,2024-02-05 08:24:05,0
O00408,C04415,Pending,,Postpaid,166.13,2024-12-02 06:36:24,2024-01-19 22:39:35,0
O00409,C02312,refunded,,,94.05,2024-02-17 22:55:00,2024-06-14 07:06:41,1
O00410,C03275,failed,,,128.9,2024-06-02 17:01:36,2024-11-29 07:20:33,1
O00411,C00949,REFUNDED,Pickup,Prepaid,142.24,2024-12-13 19:56:06,2024-05-28 16:22:35,1
O00412,C00710,refunded,Standard,,115.86,2024-10-09 12:48:52,2024-04-30 23:52:01,0
O00413,C01162,PROCESSING,,Postpaid,18.62,2024-12-24 15:11:15,2024-02-05 08:48:38,0
O00414,C04241,REFUNDED,Pickup,Prepaid,148.79,2024-03-28 15:16:13,2024-03-26 18:21:21,1
O00415,C00965,refunded,,Prepaid,34.32,2024-05-30 02:13:43,2024-11-10 16:03:06,1
O00416,C02130,processing,standard,,194.64,2024-09-05 16:50:00,2024-01-18 19:34:03,1
O00417,C03642,Pending,STANDARD,,151.06,2024-02-07 20:21:19,2024-10-29 01:34:39,0
O00418,C04597,Pending,,,138.07,2024-04-26 14:12:09,2024-07-26 04:47:09,0
O00419,C02520,,Pickup,Prepaid,150.05,2024-02-08 05:41:06,2024-11-25 17:22:44,0
O00420,C04599,PROCESSING,,Postpaid,99.14,2024-08-15 01:49:39,2024-06-13 13:26:14,0
O00421,C03898,Failed,,Prepaid,22.97,2024-02-05 04:25:53,2024-08-06 12:26:09,0
O00422,C00067,Processing,,Prepaid,173.18,2024-01-11 08:57:05,2024-02-26 17:26:46,1
O00423,C04874,pending,,,11.85,2024-10-18 11:46:27,2024-02-09 23:49:27,0
O00424,C04710,Pending,STANDARD,Prepaid,95.59,2024-12-29 20:28:41,2024-08-13 13:51:54,0
O00425,C03466,Failed,STANDARD,Prepaid,171.26,2024-12-20 00:07:17,2024-01-27 03:08:57,0
O00426,C04455,Processing,Pickup,,57.18,2024-08-26 00:04:18,2024-03-24 05:07:54,1
O00427,C02781,,,,183.44,2024-03-29 03:01:18,2024-12-25 09:59:33,0
O00428,C00473,,EXPRESS,Postpaid,180.23,2024-04-23 11:11:27,2024-12-10 00:44:14,0
O00429,C03452,Refunded,PICKUP,Postpaid,45.28,2024-04-13 00:00:50,2024-12-01 16:49:47,0
O00430,C01230,Refunded,standard,Postpaid,20.1,2024-09-09 20:20:23,2024-01-26 08:37:21,0
O00431,C02419,completed,EXPRESS,Prepaid,188.87,2024-12-16 09:34:53,2024-08-06 21:58:16,1
O00432,C03932,Completed,Pickup,Postpaid,105.08,2024-05-23 14:31:32,2024-08-21 21:42:09,0
O00433,C03438,F@iled,,Postpaid,155.38,2024-08-17 09:05:09,2024-03-06 23:50:13,1
O00434,C03527,Completed,,,62.18,2024-09-18 15:33:47,2024-06-10 16:19:18,0
O00435,C00512,COMPLETED,,,177.94,2024-04-02 00:20:58,2024-11-25 22:59:54,0
O00436,C04939,Refunded,Express,Prepaid,49.15,2024-03-28 12:01:28,2024-09-21 22:08:17,0
O00437,C00363,Pending,,Prepaid,174.37,2024-01-18 18:20:37,2024-03-24 12:06:10,1
O00438,C01633,Completed,Express,,89.84,2024-08-24 16:03:46,2024-06-18 20:24:18,1
O00439,C02827,pending,,Prepaid,130.21,2024-04-07 05:14:20,2024-06-24 16:38:49,1
O00440,C04283,,Standard,Postpaid,10.87,2024-01-31 07:16:06,2024-06-09 03:09:56,0
O00441,C02423,Failed,pickup,Postpaid,36.94,2024-06-29 13:14:26,2024-11-17 17:55:35,0
O00442,C03629,failed,,Prepaid,20.95,2024-07-18 20:19:11,2024-04-11 01:48:38,0
O00443,C03860,processing,Express,Prepaid,0.13,2024-06-10 15:29:43,2024-07-19 14:52:56,0
O00444,C00297,failed,EXPRESS,Prepaid,27.17,2024-02-06 04:32:07,2024-03-07 21:09:58,0
O00445,C02022,Failed,pickup,Prepaid,53.55,2024-10-26 09:38:39,2024-08-10 22:13:12,0
O00446,C00808,Refunded,,Postpaid,155.7,2024-07-08 01:27:46,2024-07-18 09:16:34,0
O00447,C04637,Completed,STANDARD,Prepaid,76.34,2024-04-08 09:49:47,2024-04-25 21:24:09,1
O00448,C00010,,Express,Postpaid,35.13,2024-11-09 09:20:54,2024-08-06 05:24:42,0
O00449,C04936,Completed,St@nd@rd,Prepaid,3.39,2024-03-21 15:54:41,2024-11-16 01:23:10,0
O00450,C03465,Refunded,,,117.25,2024-12-24 02:56:47,2024-07-13 04:35:32,0
O00451,C04876,F@iled,,Prepaid,161.91,2024-11-25 05:31:01,2024-08-27 19:17:52,0
O00452,C01706,Pending,Express,,57.77,2024-10-01 15:06:28,2024-09-12 07:59:56,0
O00453,C02237,Processing,Standard,Postpaid,144.66,2024-11-08 19:19:15,2024-10-12 20:09:43,1
O00454,C02184,Processing,,Postpaid,89.46,2024-07-19 20:11:56,2024-09-12 00:11:29,0
O00455,C01976,Pending,St@nd@rd,Prepaid,16.1,2024-08-10 01:11:45,2024-06-13 21:26:44,0
O00456,C00461,Refunded,pickup,Prepaid,8.71,2024-12-27 07:14:50,2024-03-18 13:52:21,1
O00457,C03874,Refunded,,Postpaid,70.32,2024-08-28 06:36:12,2024-07-27 16:15:57,0
O00458,C01917,Completed,Pickup,Postpaid,103.82,2024-08-16 07:20:56,2024-11-27 21:22:02,1
O00459,C03954,,,Postpaid,148.68,2024-12-11 08:21:01,2024-07-26 05:08:25,0
O00460,C00007,Completed,pickup,,22.52,2024-05-13 14:56:12,2024-10-03 15:20:00,0
O00461,C02036,Completed,EXPRESS,Postpaid,75.16,2024-08-06 22:31:14,2024-02-18 12:49:26,0
O00462,C00042,Refunded,Standard,,157.73,2024-07-23 22:37:34,2024-01-15 08:47:09,0
O00463,C01682,FAILED,Standard,Prepaid,165.41,2024-02-18 07:00:41,2024-08-30 18:21:06,0
O00464,C03090,,EXPRESS,,75.22,2024-12-05 20:11:08,2024-11-14 16:23:39,0
O00465,C00110,Processing,Express,Prepaid,14.14,2024-07-13 15:00:40,2024-08-11 09:10:47,0
O00466,C03223,Refunded,,,128.59,2024-12-01 07:54:36,2024-02-10 20:46:33,0
O00467,C03681,,,Postpaid,180.2,2024-11-03 03:30:43,2024-04-26 05:40:01,0
O00468,C03693,F@iled,EXPRESS,Postpaid,76.78,2024-06-13 01:15:53,2024-07-19 19:46:22,0
O00469,C01120,Processing,,,1.82,2024-12-29 08:41:24,2024-08-05 19:26:06,0
O00470,C04033,Completed,,,63.94,2024-12-04 07:22:56,2024-02-25 08:56:54,0
O00471,C03658,Completed,Pickup,,38.13,2024-01-31 02:34:40,2024-12-16 15:46:46,0
O00472,C00510,Refunded,,Postpaid,78.9,2024-12-06 15:04:33,2024-11-20 13:35:17,0
O00473,C02686,Completed,Pickup,,31.3,2024-02-02 05:42:51,2024-07-02 08:25:06,0
O00474,C00874,Pending,Pickup,,177,2024-08-14 14:56:14,2024-01-21 09:26:18,0
O00475,C02066,PROCESSING,Express,Prepaid,162.38,2024-07-05 15:03:27,2024-10-29 05:02:46,0
O00476,C03580,failed,St@nd@rd,Prepaid,177.07,2024-11-22 13:51:48,2024-03-14 00:55:44,0
O00477,C02904,Failed,,,114.39,2024-08-07 08:30:52,2024-12-30 05:17:10,0
O00478,C02466,Completed,Express,,134.02,2024-06-13 02:19:59,2024-08-18 00:21:02,0
O00479,C03371,processing,,,121.58,2024-02-08 03:07:41,2024-01-04 10:20:33,0
O00480,C01658,processing,Standard,Prepaid,57.57,2024-06-30 02:32:13,2024-07-19 23:57:29,0
O00481,C00310,Failed,Express,Postpaid,103.21,2024-04-26 04:10:47,2024-12-19 22:09:14,1
O00482,C04924,processing,pickup,Prepaid,118.08,2024-03-14 01:20:03,2024-03-08 16:30:48,0
O00483,C02182,failed,Standard,Postpaid,48.22,2024-05-07 14:54:09,2024-01-07 19:15:28,0
O00484,C02284,Processing,Express,,24.72,2024-03-04 14:08:35,2024-08-25 18:24:22,0
O00485,C03652,Refunded,Standard,Postpaid,159.48,2024-02-11 03:30:44,2024-11-28 07:34:27,0
O00486,C01219,Refunded,,Postpaid,54.47,2024-01-08 16:55:55,2024-08-13 07:38:01,0
O00487,C01710,Completed,standard,Postpaid,50.38,2024-08-23 14:59:03,2024-07-19 10:16:31,0
O00488,C02345,Completed,EXPRESS,Postpaid,48.1,2024-01-06 13:37:10,2024-12-28 23:25:18,1
O00489,C02274,,Express,Postpaid,52.24,2024-02-17 05:48:24,2024-09-07 17:11:07,1
O00490,C03917,pending,,Postpaid,36.23,2024-12-02 05:33:27,2024-02-28 01:50:02,0
O00491,C04457,Processing,,Postpaid,150.3,2024-06-05 02:31:50,2024-04-07 17:11:22,0
O00492,C01958,,,,148.89,2024-05-26 22:25:09,2024-01-29 01:20:21,0
O00493,C00511,Processing,,Postpaid,82.63,2024-09-22 17:06:20,2024-08-11 11:24:56,0
O00494,C02329,Processing,Pickup,,174.21,2024-04-05 23:17:48,2024-02-09 12:38:37,1
O00495,C03486,Pending,,,35.58,2024-06-12 11:50:55,2024-05-05 15:56:17,0
O00496,C01372,FAILED,Express,Postpaid,15.98,2024-12-15 17:05:45,2024-06-05 21:18:06,1
O00497,C00665,completed,Pickup,Postpaid,101.01,2024-01-30 00:06:34,2024-05-01 02:13:13,1
O00498,C03371,Pending,Pickup,,132.6,2024-01-30 05:07:53,2024-03-29 12:34:04,0
O00499,C03843,Failed,,Postpaid,10.01,2024-02-28 00:16:54,2024-09-04 06:49:43,0
O00500,C01731,PENDING,pickup,Prepaid,192.73,2024-03-14 07:11:09,2024-12-18 16:42:43,1
O00501,C02309,Refunded,Standard,,40.53,2024-02-23 16:35:15,2024-08-10 03:01:13,0
O00502,C04745,Completed,,Prepaid,99.74,2024-01-25 23:14:15,2024-05-17 13:59:24,0
O00503,C03339,FAILED,Standard,,118.45,2024-01-29 14:20:43,2024-12-23 22:36:18,0
O00504,C00639,Pending,EXPRESS,Postpaid,183.08,2024-08-03 01:42:46,2024-09-10 20:23:41,1
O00505,C00360,Processing,,Prepaid,63.01,2024-10-13 08:57:20,2024-03-19 19:28:51,0
O00506,C04472,refunded,Express,Prepaid,94.91,2024-04-01 19:18:49,2024-01-15 01:56:11,1
O00507,C01230,Pending,,Prepaid,188.05,2024-09-27 05:57:02,2024-06-29 20:41:42,0
O00508,C00045,,pickup,,182.96,2024-04-12 02:24:53,2024-11-09 13:58:48,0
O00509,C00843,,Express,Postpaid,195.3,2024-07-23 05:11:23,2024-05-14 20:31:53,0
O00510,C04708,FAILED,Pickup,,166.14,2024-07-20 02:58:38,2024-05-08 09:31:41,0
O00511,C03062,Pending,,Postpaid,190.83,2024-04-26 15:31:58,2024-06-10 05:21:09,0
O00512,C02001,Failed,Pickup,Postpaid,60.18,2024-04-20 10:25:55,2024-02-18 09:48:53,1
O00513,C01327,Refunded,Pickup,Prepaid,113.62,2024-07-23 19:17:51,2024-01-27 16:30:47,0
O00514,C03173,Refunded,express,Prepaid,67.67,2024-04-24 22:14:51,2024-11-13 21:58:11,0
O00515,C03810,Refunded,,,145.3,2024-04-25 22:56:37,2024-11-13 17:08:14,1
O00516,C02437,Completed,Standard,Prepaid,32.66,2024-02-17 02:38:22,2024-07-31 12:07:17,1
O00517,C01571,PROCESSING,Express,,29.54,2024-10-25 20:53:21,2024-03-24 05:45:05,0
O00518,C02694,Pending,STANDARD,Prepaid,6.99,2024-03-05 07:27:05,2024-12-04 22:38:40,0
O00519,C04432,Refunded,pickup,,130.07,2024-10-11 19:28:28,2024-04-17 08:50:42,0
O00520,C03711,Completed,,,64.41,2024-08-17 11:26:34,2024-09-11 13:17:36,0
O00521,C04238,FAILED,Pickup,,146.86,2024-01-28 13:55:59,2024-04-03 18:25:51,1
O00522,C04647,,,,46.89,2024-03-19 14:56:37,2024-09-26 11:37:26,1
O00523,C03395,completed,Pickup,,58.95,2024-09-01 14:03:00,2024-01-25 14:06:06,0
O00524,C01382,Completed,,Prepaid,140.4,2024-10-21 08:20:48,2024-05-10 12:29:25,0
O00525,C02091,PENDING,,Postpaid,177.36,2024-03-20 10:00:03,2024-07-07 11:07:52,0
O00526,C04942,,Express,Postpaid,175.77,2024-11-01 12:38:54,2024-04-16 15:07:45,1
O00527,C00731,Failed,,,107.16,2024-03-13 00:02:56,2024-01-13 03:14:18,0
O00528,C03982,Pending,Pickup,Prepaid,172.76,2024-04-14 05:05:02,2024-08-22 23:29:19,0
O00529,C02974,Completed,,,1.26,2024-01-30 10:28:07,2024-09-05 11:46:39,1
O00530,C01754,FAILED,,Postpaid,95.23,2024-11-28 08:38:17,2024-11-22 06:21:54,0
O00531,C00352,,STANDARD,Postpaid,100.98,2024-10-05 07:17:35,2024-09-04 10:52:43,0
O00532,C01068,refunded,,,122.35,2024-05-25 23:30:32,2024-03-26 19:32:26,0
O00533,C00899,refunded,express,,22.71,2024-03-25 15:27:22,2024-10-26 09:27:59,1
O00534,C03410,Failed,Express,Prepaid,7.95,2024-09-22 10:21:25,2024-07-14 23:29:14,0
O00535,C01051,Completed,Pickup,,75.62,2024-05-21 02:25:42,2024-06-22 09:03:45,1
O00536,C02659,PROCESSING,Standard,,106.65,2024-05-01 00:41:06,2024-05-04 20:33:42,0
O00537,C01472,completed,PICKUP,,138.99,2024-06-20 05:07:19,2024-05-06 20:20:37,0
O00538,C04352,processing,Pickup,Postpaid,102.46,2024-10-07 14:06:49,2024-08-03 22:51:10,0
O00539,C00672,Completed,Standard,Prepaid,113.22,2024-12-28 13:17:42,2024-09-07 06:23:16,0
O00540,C04987,F@iled,STANDARD,Prepaid,1.51,2024-07-23 15:58:42,2024-03-22 15:33:00,0
O00541,C00184,pending,,Prepaid,62.25,2024-02-07 23:57:57,2024-10-10 05:06:22,0
