payment_id,order_id,amount,payment_method,payment_gateway,payment_status,currency,exchange_rate,created_at,updated_at
PM00234,O06230,1398.15,Cash,,PENDING,GHS,430.04,2024-07-05 13:38:43,2024-04-25 12:41:35
PM00235,O11597,4356.74,Card,Paystack,,NGN,1273.09,2024-11-04 03:48:17,2024-07-02 03:31:15
PM00236,O10062,3678.34,crypto,Stripe,Paid,ghs,708.68,2024-01-10 03:30:49,2024-09-30 08:58:26
PM00237,O00083,199.87,Crypto,Paystack,pending,,354.89,2024-06-11 11:35:15,2024-07-16 03:27:01
PM00238,O09097,2029.4,,,Failed,USD,1319.39,2024-06-17 06:10:00,2024-10-21 11:07:54
PM00239,O09513,6970.49,Paypal,Flutterwave,Reversed,GHS,1406.83,2024-04-22 02:38:51,2024-06-04 06:57:26
PM00240,O08237,1751.38,C@sh,,,KES,1306.21,2024-10-17 14:15:44,2024-10-29 04:09:12
PM00241,O11120,5345.38,Paypal,Paystack,,USD,562.99,2024-10-26 20:03:39,2024-09-07 17:07:08
PM00242,O07001,1162.06,Paypal,Paystack,,USD,1043.8,2024-11-23 09:49:03,2024-02-10 09:10:04
PM00243,O00034,533.62,Card,,Reversed,,875.69,2024-08-11 22:51:36,2024-10-23 08:22:08
PM00244,O06270,6698.76,,Paystack,Failed,,878.94,2024-10-29 19:04:06,2024-04-11 06:32:27
PM00245,O11653,591.45,Transfer,Paystack,Reversed,KES,1022.31,2024-10-10 21:33:17,2024-07-17 22:36:34
PM00246,O10383,137.59,Transfer,,Failed,NGN,792.28,2024-04-24 06:30:53,2024-11-13 07:15:12
PM00247,O00663,2122.44,Transfer,Flutterwave,,USD,351.28,2024-09-17 20:23:29,2024-08-04 05:13:44
PM00248,O11452,6249.66,,Paystack,Paid,NGN,1245.68,2024-04-15 07:57:33,2024-01-03 13:06:22
PM00249,O02092,3325.13,Cash,,FAILED,GHS,1106.38,2024-09-15 13:17:56,2024-09-03 02:14:23
PM00250,O01095,1706.15,transfer,,Reversed,GHS,1247.78,2024-12-14 06:15:41,2024-07-01 21:44:32
PM00251,O02358,4198.94,,Paystack,P@id,GHS,672.96,2024-04-26 17:59:21,2024-02-28 06:51:46
PM00252,O10916,6600.02,Crypto,,reversed,GHS,875.73,2024-01-06 05:17:31,2024-05-07 10:03:55
PM00253,O03409,3785.4,CASH,Paystack,paid,USD,790.18,2024-12-29 18:56:55,2024-12-18 23:16:38
PM00254,O09623,1656.93,,Stripe,Failed,KES,476.7,2024-06-23 12:53:59,2024-11-09 16:43:48
PM00255,O04338,6900.59,crypto,Flutterwave,Paid,kes,458.08,2024-08-10 05:37:51,2024-03-04 04:50:09
PM00256,O12000,3661.83,transfer,Stripe,Pending,NGN,1239.81,2024-05-31 02:21:34,2024-05-24 13:48:12
PM00257,O11310,6930.87,transfer,Paystack,,,390.16,2024-02-14 06:52:53,2024-04-26 19:51:31
PM00258,O04001,2846.51,Transfer,Stripe,paid,KES,1069.97,2024-06-25 00:06:53,2024-05-20 00:14:57
PM00259,O01114,1578.21,Cash,Paystack,Pending,NGN,520.78,2024-08-08 01:03:00,2024-05-16 22:29:47
PM00260,O01111,4283.35,Tr@nsfer,Paystack,REVERSED,KES,553.76,2024-04-20 17:13:28,2024-11-30 20:31:30
PM00261,O05089,2895.06,,,Pending,NGN,1270.14,2024-10-26 06:08:38,2024-03-25 22:14:48
PM00262,O06464,6977.07,crypto,,Failed,KES,1082.61,2024-07-24 14:08:13,2024-11-29 01:42:40
PM00263,O06036,800.67,C@rd,,Pending,kes,529.9,2024-09-08 13:48:09,2024-04-01 22:25:45
PM00264,O09531,3616.3,Cash,Stripe,Paid,USD,1338.92,2024-08-21 23:33:30,2024-11-30 11:20:05
PM00265,O04764,6279.92,Card,,,,1228.18,2024-04-02 16:43:13,2024-03-12 09:05:13
PM00266,O10271,3154.16,Card,,Pending,ghs,419.31,2024-07-01 14:15:15,2024-08-31 13:23:26
PM00267,O10957,205.37,,,Failed,ghs,872.82,2024-05-27 14:20:03,2024-10-11 16:46:47
PM00268,O06548,3719.45,Crypto,Stripe,Pending,KES,1455.16,2024-05-06 21:03:30,2024-01-16 05:46:48
PM00269,O11324,482.28,Cash,Flutterwave,P@id,USD,766.51,2024-10-22 21:34:50,2024-04-05 12:12:12
PM00270,O11578,189.14,CASH,,F@iled,,1248.19,2024-01-01 17:40:29,2024-08-22 09:14:22
PM00271,O08095,1109.78,,Paystack,P@id,NGN,1320.56,2024-07-09 01:43:07,2024-02-21 11:27:16
PM00272,O01752,3817.54,,Paystack,FAILED,GHS,845.8,2024-05-27 01:52:29,2024-06-04 10:50:25
PM00273,O01743,274.56,,Stripe,Paid,NGN,883.94,2024-08-07 19:22:51,2024-12-06 01:06:57
PM00274,O10690,4181.25,Crypto,Paystack,Reversed,USD,758.97,2024-05-19 04:05:00,2024-10-22 11:52:14
PM00275,O10379,753.81,paypal,Flutterwave,,GHS,859.31,2024-11-11 09:20:13,2024-01-26 18:17:12
PM00276,O11050,964.15,CASH,,Paid,NGN,1104.75,2024-08-21 22:12:56,2024-08-20 22:58:55
PM00277,O02863,3668.69,Transfer,,Reversed,KES,896.37,2024-06-22 12:55:35,2024-10-18 18:40:47
PM00278,O10018,1854.73,TRANSFER,Flutterwave,Reversed,KES,726.11,2024-01-26 18:53:04,2024-02-04 12:37:37
PM00279,O10199,201.49,,Stripe,Failed,KES,522.55,2024-02-11 22:38:19,2024-06-26 12:54:29
PM00280,O11271,6930.23,,Flutterwave,failed,NGN,1154.8,2024-06-11 02:56:56,2024-08-02 19:45:21
PM00281,O10257,4068.23,transfer,,Paid,GHS,794.25,2024-01-31 13:17:23,2024-03-09 21:22:33
PM00282,O11325,1359.08,Transfer,Stripe,pending,GHS,423.8,2024-03-22 05:20:09,2024-03-20 21:35:38
PM00283,O09542,4282.04,C@rd,Paystack,paid,USD,1339.53,2024-03-26 10:34:46,2024-04-11 14:03:56
PM00284,O04771,765.74,Card,Flutterwave,Reversed,ghs,448.92,2024-10-04 07:09:38,2024-03-04 13:24:38
PM00285,O01139,5104.18,Crypto,Flutterwave,,GHS,1230.93,2024-08-09 19:59:18,2024-10-18 12:21:37
PM00286,O00212,660.7,C@sh,Stripe,PENDING,ghs,426.79,2024-01-25 04:41:50,2024-05-20 01:25:04
PM00287,O10932,5535.18,P@yp@l,Stripe,Failed,USD,1045.86,2024-02-05 03:07:30,2024-11-29 05:33:24
PM00288,O11286,3952.89,,Stripe,Pending,NGN,485.84,2024-10-06 12:48:48,2024-10-21 20:35:50
PM00289,O11306,4483.15,PAYPAL,,Failed,USD,1190.95,2024-12-07 17:26:31,2024-02-03 06:22:33
PM00290,O10499,1373.04,Card,,Failed,,634.07,2024-05-26 05:23:12,2024-07-18 13:33:34
PM00291,O03439,6052.95,,Stripe,Paid,NGN,1084.46,2024-10-29 21:32:26,2024-11-23 16:40:32
PM00292,O03955,1045.44,Crypto,Paystack,Pending,,1096.22,2024-08-27 10:47:34,2024-04-17 14:27:53
PM00293,O10857,177.61,Cash,Stripe,failed,usd,741.31,2024-09-20 11:38:38,2024-03-27 08:10:40
PM00294,O06736,315.81,Crypto,Stripe,pending,usd,670.77,2024-10-26 17:46:11,2024-06-27 08:50:10
PM00295,O10597,4411.65,C@rd,Flutterwave,FAILED,,621.77,2024-10-14 03:23:05,2024-01-13 15:27:56
PM00296,O11815,5111.86,TRANSFER,Stripe,Pending,KES,607.19,2024-09-06 18:52:18,2024-05-18 08:18:34
PM00297,O07556,1933.9,,Flutterwave,Pending,,931.38,2024-01-16 12:35:21,2024-01-07 01:43:06
PM00298,O00501,4606.58,card,Paystack,Paid,KES,1230.84,2024-07-12 21:59:35,2024-04-11 15:11:45
PM00299,O11167,5315.37,Transfer,Flutterwave,Reversed,USD,369.41,2024-07-24 19:16:41,2024-07-09 10:55:43
PM00300,O11086,4723.69,Crypto,Stripe,Failed,KES,910.7,2024-12-10 20:01:51,2024-09-21 07:07:15
PM00301,O10222,3784.92,,Flutterwave,PENDING,GHS,951.97,2024-07-28 06:35:34,2024-01-27 00:03:00
PM00302,O02985,3075.5,Paypal,Flutterwave,paid,NGN,1185.46,2024-12-02 18:12:06,2024-08-07 15:06:53
PM00303,O07028,2437.31,Transfer,Stripe,Reversed,GHS,871.65,2024-12-24 08:48:30,2024-12-10 11:11:06
PM00304,O10228,5878.1,Card,,,NGN,1144.26,2024-11-22 14:06:31,2024-04-25 16:50:27
PM00305,O11816,6499.33,,,Pending,ghs,705.97,2024-03-15 00:42:44,2024-11-08 21:13:26
PM00306,O10996,5846.92,,,PENDING,ngn,637.85,2024-12-25 15:34:02,2024-07-19 15:11:47
PM00307,O10642,5239.91,Card,,,GHS,714.55,2024-08-24 10:31:23,2024-03-31 18:17:26
PM00308,O00480,1177.7,Crypto,,FAILED,,1337.71,2024-05-23 03:57:27,2024-06-22 11:52:06
PM00309,O11089,5213.46,Crypto,Stripe,REVERSED,,1237.62,2024-11-06 09:31:08,2024-10-08 07:11:02
PM00310,O10240,4285.01,TRANSFER,Flutterwave,PAID,USD,522.2,2024-08-17 22:44:12,2024-01-16 12:22:51
PM00311,O11937,6041.12,CARD,Stripe,Paid,KES,1466.21,2024-12-02 20:03:55,2024-12-02 16:43:17
PM00312,O11796,1290.23,,,REVERSED,GHS,1129.55,2024-01-01 00:29:19,2024-11-12 03:46:04
PM00313,O01384,2797.84,PAYPAL,Paystack,Failed,KES,386.82,2024-07-24 09:54:55,2024-02-25 22:26:28
PM00314,O11334,4663.84,Cash,Stripe,Reversed,kes,572.38,2024-10-27 18:09:32,2024-03-10 01:22:23
PM00315,O07736,4594.06,transfer,,Paid,GHS,673.37,2024-06-19 21:43:04,2024-02-07 18:05:25
PM00316,O10296,1065.08,Card,Flutterwave,,NGN,331.82,2024-06-05 21:25:32,2024-05-08 10:25:14
PM00317,O03637,1259.22,crypto,,Pending,KES,1395.51,2024-04-10 15:25:35,2024-10-03 17:11:39
PM00318,O04192,4756.33,,,Reversed,kes,1411.12,2024-03-26 05:12:25,2024-06-02 03:20:27
PM00319,O10831,5557.8,C@sh,Paystack,pending,,1265.54,2024-03-05 18:21:49,2024-03-30 04:33:31
PM00320,O11283,3105,P@yp@l,Stripe,Reversed,,1347.52,2024-09-05 13:29:48,2024-03-20 11:52:25
PM00321,O05165,5505.82,Cash,Flutterwave,P@id,ghs,1172.77,2024-11-07 08:47:53,2024-05-14 14:16:04
PM00322,O00373,6553.13,crypto,,Paid,GHS,1161.74,2024-06-25 12:54:36,2024-02-02 11:37:12
PM00323,O07511,3119.88,paypal,Stripe,paid,GHS,750.8,2024-08-21 17:27:25,2024-09-18 08:35:07
PM00324,O10109,1476.45,P@yp@l,Flutterwave,Paid,NGN,1347.61,2024-05-17 14:29:05,2024-05-16 16:05:23
PM00325,O10481,4801.7,Card,Stripe,F@iled,USD,1097.26,2024-07-22 18:20:59,2024-03-21 15:38:09
PM00326,O10080,2159.96,transfer,Flutterwave,pending,KES,327.06,2024-10-19 10:35:47,2024-01-02 10:42:04
PM00327,O09074,6433.71,Card,Paystack,Reversed,GHS,1088.73,2024-09-08 11:54:11,2024-03-09 18:45:15
PM00328,O10631,3301.6,Transfer,,,,441.83,2024-10-11 18:21:48,2024-07-31 07:52:40
PM00329,O04386,96.26,card,Flutterwave,Pending,USD,1470.09,2024-07-10 08:49:13,2024-06-21 17:10:38
PM00330,O04538,4093.56,,Paystack,failed,GHS,326.51,2024-11-05 07:42:30,2024-02-28 17:26:31
PM00331,O11466,1202.78,,Paystack,Reversed,GHS,1143.92,2024-07-26 01:46:30,2024-04-16 12:37:59
PM00332,O10361,6472.4,CASH,Stripe,PENDING,,1036.92,2024-05-15 10:48:33,2024-03-10 04:30:20
PM00333,O07980,6344.31,card,Stripe,Reversed,KES,917.07,2024-02-28 21:23:02,2024-10-16 08:46:26
PM00334,O11333,2509.53,Paypal,Paystack,,NGN,1218.28,2024-01-10 02:21:34,2024-05-11 20:29:12
PM00335,O11324,4234.89,cash,,PAID,GHS,360.26,2024-09-29 17:10:12,2024-04-19 12:27:47
PM00336,O03542,6358.62,Crypto,Stripe,Pending,,693.41,2024-10-26 08:02:47,2024-08-16 06:31:24
PM00337,O10929,1962.21,Paypal,Paystack,Paid,,436.32,2024-08-02 08:41:45,2024-10-21 17:15:01
PM00338,O04869,2969.64,TRANSFER,Flutterwave,Reversed,KES,1357.71,2024-01-10 18:35:26,2024-12-09 19:47:13
PM00339,O06721,4252.71,,Paystack,REVERSED,ngn,1357.51,2024-02-08 16:54:23,2024-11-10 08:00:29
PM00340,O11248,1044.06,Card,Flutterwave,Paid,USD,316.24,2024-10-09 17:26:16,2024-02-23 18:26:38
PM00341,O11197,5685.74,paypal,Stripe,paid,NGN,424.02,2024-03-29 11:00:42,2024-08-13 06:07:34
PM00342,O08958,1636.36,Tr@nsfer,Flutterwave,P@id,GHS,1250.12,2024-12-31 11:44:35,2024-05-15 02:01:06
PM00343,O11142,5532.7,Crypto,,FAILED,KES,1324.83,2024-10-26 22:14:38,2024-02-19 10:01:15
PM00344,O11638,3775.96,CASH,Flutterwave,PENDING,USD,834.47,2024-05-06 13:54:16,2024-12-07 05:38:14
PM00345,O10958,1609.38,card,,Reversed,KES,620.73,2024-09-06 01:54:16,2024-04-27 04:50:10
PM00346,O07840,6737.5,cash,Paystack,Reversed,NGN,1248.32,2024-07-03 13:18:45,2024-09-30 03:58:14
PM00347,O04390,4199.82,cash,,Reversed,NGN,443.73,2024-01-05 06:49:08,2024-11-28 23:10:36
PM00348,O07115,697.66,P@yp@l,Flutterwave,FAILED,NGN,971.57,2024-01-14 22:50:41,2024-08-07 02:16:18
PM00349,O04709,3337.71,CARD,,Failed,KES,1421.31,2024-05-12 18:27:30,2024-12-22 15:49:47
PM00350,O10046,3535.7,card,,Failed,,1268.23,2024-06-15 09:32:13,2024-04-01 11:00:18
PM00351,O05817,6503.76,CARD,,REVERSED,USD,1457.7,2024-04-12 10:21:11,2024-07-09 11:18:18
PM00352,O05128,3104,Crypto,Flutterwave,Paid,USD,1331.67,2024-08-12 17:56:03,2024-09-09 08:39:36
PM00353,O10398,4573.63,CRYPTO,Paystack,Failed,KES,454.25,2024-02-08 00:08:51,2024-05-06 22:40:24
PM00354,O11921,969.44,,Stripe,Paid,NGN,1481,2024-01-23 12:48:55,2024-10-25 03:03:06
PM00355,O03168,359.1,C@rd,Flutterwave,Reversed,kes,722.23,2024-03-04 16:29:36,2024-10-12 07:09:49
PM00356,O10324,3717.4,paypal,,Failed,NGN,664.08,2024-11-14 14:37:43,2024-01-08 06:17:42
PM00357,O00194,227.33,card,Stripe,Pending,USD,687.24,2024-10-19 19:22:44,2024-03-29 22:22:18
PM00358,O05752,3327.54,cash,,Reversed,GHS,872.83,2024-06-19 15:14:24,2024-02-03 13:39:38
PM00359,O10744,987.42,Paypal,Stripe,Failed,USD,473.34,2024-07-20 02:05:47,2024-02-19 05:36:42
PM00360,O10080,786.86,Card,,,NGN,1400.76,2024-06-14 04:25:08,2024-06-25 14:49:39
PM00361,O11067,6423.74,Card,Stripe,F@iled,kes,1471.63,2024-01-04 05:11:52,2024-02-10 13:23:51
PM00362,O06686,1646.3,Paypal,,F@iled,GHS,1120.81,2024-11-12 02:40:09,2024-06-05 13:48:49
PM00363,O02182,5373.83,,Stripe,Failed,USD,595.69,2024-01-20 09:14:24,2024-05-22 04:47:30
PM00364,O10296,1696.5,Transfer,Flutterwave,Reversed,USD,555.76,2024-11-20 08:27:57,2024-07-19 13:51:30
PM00365,O00143,5362.9,Crypto,Paystack,Paid,NGN,1328.7,2024-08-10 12:46:55,2024-08-06 22:13:04
PM00366,O07403,5046.46,Paypal,Paystack,Pending,kes,1285.7,2024-06-24 00:21:31,2024-08-12 22:52:07
PM00367,O11243,5988.87,TRANSFER,Stripe,Pending,NGN,1330.31,2024-02-25 06:25:57,2024-05-15 15:23:57
PM00368,O07294,2200.37,Crypto,Stripe,pending,,693.29,2024-12-21 21:29:03,2024-01-24 22:00:48
PM00369,O08650,2599.47,card,,P@id,USD,385.59,2024-10-19 02:05:25,2024-03-16 20:09:32
PM00370,O04274,1339.61,Crypto,,Reversed,NGN,1145.08,2024-05-04 08:30:40,2024-09-10 13:27:08
PM00371,O07653,3402.45,paypal,,Failed,,1158.44,2024-02-27 08:29:24,2024-01-22 10:36:35
PM00372,O09884,545.59,Paypal,Stripe,Failed,KES,379.91,2024-08-27 03:34:43,2024-01-11 18:38:51
PM00373,O10863,5428.37,CARD,Paystack,Failed,KES,1173.04,2024-06-07 03:07:49,2024-02-24 05:48:42
PM00374,O07319,6035.77,P@yp@l,Stripe,Pending,KES,954.88,2024-05-29 01:15:01,2024-10-18 20:36:40
PM00375,O06154,858.87,CARD,,Failed,GHS,517.36,2024-07-13 13:48:47,2024-08-15 11:35:07
PM00376,O08887,3112.17,Paypal,Stripe,Paid,,702.35,2024-02-16 13:08:59,2024-12-20 13:40:53
PM00377,O05232,3030.84,CARD,Paystack,Pending,GHS,1473.7,2024-08-10 10:06:34,2024-04-13 13:33:35
PM00378,O11082,1555.06,,Paystack,Pending,USD,1344.11,2024-07-23 13:58:21,2024-12-13 06:33:35
PM00379,O05211,5364.46,paypal,Paystack,Reversed,NGN,1217.9,2024-03-26 01:09:53,2024-12-30 17:37:04
PM00380,O00410,3565.52,,Flutterwave,Paid,USD,411.98,2024-09-10 01:57:19,2024-04-05 15:49:02
PM00381,O11777,3236.38,Crypto,Flutterwave,Reversed,,871.96,2024-09-03 19:37:51,2024-09-23 06:44:30
PM00382,O10634,68.78,C@rd,Stripe,,NGN,966.68,2024-09-05 04:57:54,2024-07-28 17:55:33
PM00383,O05768,5826.42,Cash,,F@iled,GHS,1063.03,2024-01-23 09:47:26,2024-07-07 09:18:00
PM00384,O11498,6149.66,paypal,,failed,USD,570.97,2024-01-14 05:27:12,2024-06-02 22:09:37
PM00385,O08786,1947.69,Paypal,,Reversed,KES,1195.38,2024-03-17 22:32:59,2024-06-01 20:01:33
PM00386,O10996,5365.45,Tr@nsfer,,FAILED,USD,1182.12,2024-07-01 16:56:35,2024-07-07 09:17:54
PM00387,O02859,4075.54,Crypto,,P@id,USD,1288.7,2024-11-04 02:26:34,2024-12-16 11:19:58
PM00388,O07922,4745.23,Card,,F@iled,KES,465.19,2024-09-27 07:52:27,2024-01-09 09:22:13
PM00389,O11587,1769.02,Tr@nsfer,Stripe,Reversed,USD,1473.92,2024-08-09 06:00:15,2024-11-29 14:00:21
PM00390,O10016,4592.07,paypal,Flutterwave,Reversed,GHS,1227.23,2024-04-27 01:03:38,2024-08-15 17:02:10
PM00391,O10565,6586.93,,Flutterwave,,GHS,415.64,2024-01-27 14:37:25,2024-03-09 04:59:26
PM00392,O04009,4034.88,transfer,Stripe,Reversed,USD,865.71,2024-12-31 14:14:49,2024-09-01 05:11:37
PM00393,O01663,6538.04,,Stripe,Paid,GHS,893.11,2024-12-09 18:29:03,2024-06-11 01:56:31
PM00394,O00179,1562.69,,,paid,,1178.85,2024-11-27 22:41:05,2024-12-12 22:38:30
PM00395,O02648,2133.95,,Paystack,PENDING,USD,1406.03,2024-09-30 05:27:33,2024-06-22 12:29:54
PM00396,O05641,3858.94,,Paystack,PAID,NGN,609.55,2024-06-11 22:48:22,2024-01-08 15:42:50
PM00397,O11633,243.85,,Paystack,F@iled,GHS,561.85,2024-11-17 08:18:43,2024-07-04 05:54:45
PM00398,O08632,1173.6,C@sh,,Reversed,KES,643.53,2024-09-13 13:12:26,2024-07-02 22:30:00
PM00399,O08346,5560.28,Transfer,,Pending,usd,1098.82,2024-07-26 18:34:55,2024-08-02 08:08:57
PM00400,O11546,4423.4,paypal,Stripe,P@id,ghs,1149.54,2024-11-06 03:50:21,2024-06-28 10:19:28
PM00401,O00741,415.16,Cash,Paystack,PAID,GHS,1146.14,2024-06-18 23:49:40,2024-08-15 12:55:13
PM00402,O11292,6486.52,Crypto,Flutterwave,,USD,825.12,2024-01-09 09:07:44,2024-05-25 22:03:54
PM00403,O11570,4197.56,Cash,,pending,GHS,889.08,2024-01-01 23:33:39,2024-05-02 07:07:58
PM00404,O10148,3237.36,CASH,Flutterwave,Reversed,NGN,660.75,2024-08-27 17:29:26,2024-09-15 17:08:33
PM00405,O05184,4453.95,C@sh,Stripe,PENDING,GHS,1102.2,2024-05-24 08:19:38,2024-04-24 19:51:22
PM00406,O10285,339.81,Cash,,Pending,USD,903.6,2024-03-24 00:38:44,2024-06-23 18:04:35
PM00407,O07875,4367.38,,Stripe,FAILED,USD,620.96,2024-06-27 09:56:48,2024-06-19 16:18:08
PM00408,O10896,6762.62,,Flutterwave,Reversed,KES,603.94,2024-05-20 04:31:15,2024-02-13 21:26:50
PM00409,O11047,5287.14,Card,,paid,,1270.25,2024-08-30 18:02:48,2024-10-20 19:27:19
PM00410,O11208,6476.86,card,Paystack,REVERSED,USD,500.58,2024-12-14 21:51:10,2024-01-09 13:23:09
PM00411,O11096,6748.28,,Stripe,Paid,,1328.54,2024-04-04 23:17:51,2024-04-20 02:17:05
PM00412,O07437,6965.72,C@sh,Stripe,P@id,NGN,471.99,2024-07-10 10:34:35,2024-06-24 11:13:32
PM00413,O11527,407.42,card,Flutterwave,,KES,545.04,2024-03-09 23:10:10,2024-08-19 15:17:28
PM00414,O11137,3564.29,Transfer,Paystack,,ghs,1364.74,2024-12-21 17:26:10,2024-08-15 20:21:22
PM00415,O10459,5940.45,Transfer,Paystack,Failed,USD,646.51,2024-06-15 10:59:43,2024-05-23 01:23:57
PM00416,O10112,3529.32,card,Paystack,PENDING,GHS,854.84,2024-05-16 00:52:26,2024-02-29 13:21:18
PM00417,O07660,2304.36,transfer,Paystack,,NGN,1147.13,2024-04-07 01:20:46,2024-09-23 03:44:13
PM00418,O11992,2096.29,Crypto,,pending,KES,1304.78,2024-06-15 12:09:03,2024-10-14 02:33:29
PM00419,O11073,240.74,,,Reversed,NGN,333.09,2024-07-26 22:30:51,2024-01-30 23:28:12
PM00420,O11491,1453.79,CASH,,F@iled,GHS,723.21,2024-04-11 09:09:32,2024-07-05 21:57:34
PM00421,O05948,5202.04,CARD,Flutterwave,REVERSED,NGN,675.89,2024-06-23 12:58:59,2024-08-30 21:37:50
PM00422,O10068,3223.88,,Flutterwave,,KES,1235.02,2024-01-27 18:56:30,2024-03-26 03:09:09
PM00423,O11525,1067,C@rd,Stripe,Pending,USD,724.21,2024-09-19 18:14:05,2024-10-06 23:36:51
PM00424,O10766,278.06,Crypto,Paystack,failed,KES,714.83,2024-03-18 04:28:54,2024-06-08 02:17:22
PM00425,O10774,6509.96,Crypto,Paystack,,NGN,973.07,2024-01-09 01:39:52,2024-02-28 07:10:40
PM00426,O11636,246.51,Paypal,,failed,KES,480.99,2024-02-29 08:53:56,2024-01-09 11:12:38
PM00427,O08050,3801.51,Crypto,Stripe,,GHS,597.04,2024-08-13 02:25:09,2024-04-27 22:14:56
PM00428,O10235,2263.29,paypal,,Reversed,KES,909,2024-12-07 10:27:24,2024-11-08 16:26:10
PM00429,O02161,1806.47,TRANSFER,,P@id,GHS,933.88,2024-08-02 14:14:46,2024-09-06 12:23:16
PM00430,O11885,2377.42,paypal,Flutterwave,FAILED,ghs,1003.35,2024-02-01 21:00:18,2024-11-13 18:30:25
PM00431,O08779,3272.47,Cash,Paystack,Failed,KES,792.26,2024-07-24 14:46:51,2024-04-20 14:59:21
PM00432,O10981,4726.99,Cash,Stripe,Reversed,USD,1068.23,2024-01-17 23:56:26,2024-12-16 08:07:09
PM00433,O11497,163.24,,Paystack,,kes,1370.85,2024-07-29 18:31:47,2024-06-26 16:52:12
PM00434,O06488,2113.89,Card,Flutterwave,Failed,KES,1157.89,2024-04-28 08:52:18,2024-06-21 10:14:42
PM00435,O10974,5121.44,,,PENDING,NGN,302.19,2024-10-08 01:28:03,2024-09-09 04:20:32
PM00436,O10043,965.5,TRANSFER,,Pending,NGN,1210.35,2024-11-15 10:36:56,2024-04-08 08:44:26
PM00437,O10792,4183.53,cash,Stripe,Pending,NGN,805.69,2024-06-02 10:51:56,2024-06-03 11:53:44
PM00438,O11495,5485.94,,,,KES,1241.54,2024-07-21 00:53:30,2024-10-03 02:50:56
PM00439,O07316,2866.11,Paypal,Stripe,Reversed,kes,1493.1,2024-05-06 16:48:56,2024-05-18 18:53:10
PM00440,O03393,620.86,Card,,Failed,NGN,743.83,2024-08-27 02:41:47,2024-01-17 21:35:35
PM00441,O10695,2982.68,crypto,,,NGN,1258.46,2024-09-25 05:36:57,2024-04-01 16:44:52
PM00442,O00551,708.01,Cash,Flutterwave,Failed,USD,1016.32,2024-11-14 14:14:12,2024-01-03 01:09:52
PM00443,O11937,3879.01,Crypto,Stripe,Pending,GHS,862.85,2024-10-16 05:36:01,2024-01-25 22:45:41
PM00444,O10895,1980.15,Paypal,,,NGN,1261.91,2024-06-19 05:12:24,2024-11-27 21:54:17
PM00445,O10931,2693.29,TRANSFER,Stripe,FAILED,GHS,463.36,2024-11-22 01:05:13,2024-02-29 14:04:06
PM00446,O11822,5555.89,Paypal,Paystack,PENDING,KES,949.57,2024-02-14 12:16:58,2024-04-14 08:34:13
PM00447,O00143,5107.35,,Stripe,Paid,,310.2,2024-10-04 16:26:42,2024-12-08 13:38:48
PM00448,O10040,6685.94,Card,,,NGN,1354.81,2024-04-23 02:08:15,2024-10-13 17:24:24
PM00449,O09772,537.9,Crypto,,failed,KES,1434.87,2024-12-02 21:38:34,2024-10-06 04:36:59
PM00450,O08039,3117.71,Transfer,Stripe,Reversed,KES,870.88,2024-03-15 16:35:31,2024-12-09 09:37:05
PM00451,O07882,4718.17,,Paystack,Paid,kes,1248.76,2024-02-05 12:21:14,2024-01-28 13:44:56
PM00452,O10652,5600.03,Crypto,Paystack,Reversed,ngn,326.04,2024-10-10 03:51:35,2024-10-23 23:29:02
PM00453,O01036,4831.29,Cash,Flutterwave,,GHS,326.69,2024-10-31 23:35:39,2024-08-27 03:01:10
PM00454,O05852,2563.25,Transfer,,,GHS,322.65,2024-10-19 22:50:27,2024-06-02 21:58:26
PM00455,O10449,2136.82,PAYPAL,Flutterwave,Reversed,,504.11,2024-11-09 17:39:16,2024-11-22 12:39:52
PM00456,O10294,1660.34,paypal,Paystack,Paid,KES,1297.67,2024-04-19 12:43:43,2024-02-08 08:45:19
PM00457,O08099,3870.38,crypto,Stripe,,GHS,871.67,2024-05-26 18:23:53,2024-08-27 18:42:41
PM00458,O11707,2350.82,CASH,,FAILED,NGN,1353.82,2024-05-13 21:33:05,2024-08-16 20:26:47
PM00459,O11716,6455.2,Paypal,Stripe,Pending,KES,711.82,2024-01-06 17:54:43,2024-07-05 18:49:40
PM00460,O10420,3387.75,Paypal,Stripe,Failed,NGN,1292.92,2024-07-02 13:47:46,2024-01-16 03:51:47
PM00461,O11556,4744.14,Crypto,Stripe,Pending,NGN,380.26,2024-12-04 17:15:27,2024-09-28 20:56:06
PM00462,O10935,3032.08,Card,Flutterwave,reversed,KES,940.72,2024-07-31 13:29:06,2024-09-11 17:24:09
PM00463,O11358,6289.39,C@sh,Stripe,failed,ghs,863.14,2024-11-26 15:50:33,2024-04-23 18:48:01
PM00464,O05750,1751.97,Cash,,Paid,KES,1023.91,2024-02-18 13:57:09,2024-11-23 05:39:04
PM00465,O08572,4582.37,,Flutterwave,Paid,GHS,946.46,2024-08-11 22:52:09,2024-05-22 10:39:11
PM00466,O01266,5138.6,Transfer,,F@iled,ngn,1165.77,2024-10-07 17:53:56,2024-10-03 09:41:14
PM00467,O10937,1272.63,C@sh,Paystack,FAILED,NGN,796.88,2024-11-07 14:13:38,2024-11-20 04:00:25
PM00468,O01007,3948.9,Transfer,Stripe,failed,usd,1295.26,2024-12-25 13:18:36,2024-07-16 09:03:07
